,Adj Close,Date
0,2210.323390835247,2020-08-24
1,2209.834115966201,2020-08-25
2,2204.335679983499,2020-08-26
3,2215.1585412088107,2020-08-27
4,2212.109977107923,2020-08-28
5,2204.2100160867576,2020-08-31
6,2227.7147701485205,2020-09-01
7,2219.0142606213603,2020-09-02
8,2238.502143394411,2020-09-03
9,2273.638648595167,2020-09-04
10,2266.6900729108206,2020-09-07
11,2302.9046981871134,2020-09-08
12,2325.917735378592,2020-09-09
13,2308.956003137126,2020-09-10
14,2312.7956238027314,2020-09-11
15,2348.6211614919703,2020-09-14
16,2438.2020207535406,2020-09-15
17,2451.162558067146,2020-09-16
18,2466.78687518402,2020-09-17
19,2429.306438499411,2020-09-18
20,2416.14918436407,2020-09-21
21,2424.7693705026836,2020-09-22
22,2466.855006896934,2020-09-23
23,2418.196335996406,2020-09-24
24,2299.921799100679,2020-09-25
25,2353.044907991027,2020-09-28
26,2354.8630153040426,2020-09-29
27,2402.753683990145,2020-09-30
28,2414.1394597719986,2020-10-01
29,2444.2773289654115,2020-10-05
30,2581.987499474322,2020-10-06
31,2613.801224795023,2020-10-07
32,2646.3406449228164,2020-10-08
33,2721.0071056561105,2020-10-09
34,2728.012235992576,2020-10-12
35,2747.9725912046574,2020-10-13
36,2751.6468184875985,2020-10-14
37,2738.758096890617,2020-10-15
38,2677.69815206404,2020-10-16
39,2685.4612818048977,2020-10-19
40,2639.2602863014204,2020-10-20
41,2651.391456691816,2020-10-21
42,2593.804575973271,2020-10-22
43,2579.142120214414,2020-10-23
44,2583.6622672756876,2020-10-26
45,2583.5828672279936,2020-10-27
46,2536.772752114018,2020-10-28
47,2525.426196258018,2020-10-29
48,2530.070259782555,2020-10-30
49,2559.0730088003056,2020-11-02
50,2523.144994929376,2020-11-03
51,2550.1605255932673,2020-11-04
52,2575.6226639777105,2020-11-05
53,2612.0083695267185,2020-11-06
54,2643.1728143313317,2020-11-09
55,2671.984476309656,2020-11-10
56,2612.733276455605,2020-11-11
57,2638.4505550066847,2020-11-12
58,2624.691151358459,2020-11-13
59,2610.0343890407958,2020-11-17
60,2613.8720947374118,2020-11-18
61,2578.8853305269035,2020-11-19
62,2581.95888691863,2020-11-20
63,2600.00222361002,2020-11-23
64,2653.833219873994,2020-11-24
65,2660.435544939394,2020-11-25
66,2647.325910727216,2020-11-26
67,2663.8426176230046,2020-11-27
68,2630.6544833071525,2020-12-01
