,Adj Close,Date
0,275.75299072265625,2020-08-26
1,275.87109375,2020-08-27
2,275.8397521972656,2020-08-28
3,275.7559814453125,2020-08-31
4,275.62774658203125,2020-09-01
5,275.6319885253906,2020-09-02
6,275.92474365234375,2020-09-03
7,278.63525390625,2020-09-04
8,276.5077209472656,2020-09-07
9,277.242919921875,2020-09-08
10,278.90301513671875,2020-09-09
11,279.4949035644531,2020-09-10
12,280.84228515625,2020-09-11
13,288.1440734863281,2020-09-14
14,302.2008056640625,2020-09-15
15,306.36602783203125,2020-09-16
16,312.6819763183594,2020-09-17
17,314.4223937988281,2020-09-18
18,319.7611999511719,2020-09-21
19,315.5569763183594,2020-09-22
20,315.86151123046875,2020-09-23
21,317.90692138671875,2020-09-24
22,303.8228454589844,2020-09-25
23,312.5172119140625,2020-09-28
24,309.4499206542969,2020-09-29
25,308.7452087402344,2020-09-30
26,310.4496765136719,2020-10-01
27,309.4924011230469,2020-10-05
28,329.4280700683594,2020-10-06
29,328.5340881347656,2020-10-07
30,334.5655212402344,2020-10-08
31,355.7884521484375,2020-10-09
32,374.3069763183594,2020-10-12
33,384.7593688964844,2020-10-13
34,388.32623291015625,2020-10-14
35,357.65972900390625,2020-10-15
36,343.80633544921875,2020-10-16
37,336.2794494628906,2020-10-19
38,334.552490234375,2020-10-20
39,335.13134765625,2020-10-21
40,327.88690185546875,2020-10-22
41,326.6279296875,2020-10-23
42,322.0430908203125,2020-10-26
43,316.71112060546875,2020-10-27
44,306.7093200683594,2020-10-28
45,306.2338562011719,2020-10-29
46,307.1253356933594,2020-10-30
47,311.3800354003906,2020-11-02
48,303.02911376953125,2020-11-03
49,303.0525207519531,2020-11-04
50,313.62969970703125,2020-11-05
51,319.4678955078125,2020-11-06
52,322.2882995605469,2020-11-09
53,333.2282409667969,2020-11-10
54,319.3245849609375,2020-11-11
55,324.83807373046875,2020-11-12
56,323.0343933105469,2020-11-13
57,319.9350891113281,2020-11-17
58,325.9480285644531,2020-11-18
59,319.95477294921875,2020-11-19
60,313.72900390625,2020-11-20
61,318.1972351074219,2020-11-23
62,332.9720764160156,2020-11-24
63,334.9042663574219,2020-11-25
64,326.72015380859375,2020-11-26
65,333.1557922363281,2020-11-27
66,326.28594970703125,2020-12-01
67,328.90118408203125,2020-12-02
68,337.66046142578125,2020-12-03
