,Adj Close,Date
0,283.2073762316534,2020-08-26
1,283.8286873039879,2020-08-27
2,283.7733096416673,2020-08-28
3,284.1296391672038,2020-08-31
4,284.23702954000754,2020-09-01
5,284.2284904120519,2020-09-02
6,284.8120213119205,2020-09-03
7,285.9873617144757,2020-09-04
8,284.52711286939234,2020-09-07
9,285.7829337434771,2020-09-08
10,286.75048074937064,2020-09-09
11,286.8519193191907,2020-09-10
12,287.8631998799527,2020-09-11
13,293.40423929961975,2020-09-14
14,309.0121909167752,2020-09-15
15,309.67355557705315,2020-09-16
16,311.82385804106946,2020-09-17
17,311.7921741094401,2020-09-18
18,316.7293089948898,2020-09-21
19,311.2664563357427,2020-09-22
20,311.8382027178243,2020-09-23
21,315.8290677382764,2020-09-24
22,307.1483871331456,2020-09-25
23,317.05339042038753,2020-09-28
24,311.4205456222861,2020-09-29
25,311.3304257996372,2020-09-30
26,316.5314878118677,2020-10-01
27,312.607941807814,2020-10-05
28,334.4450406195591,2020-10-06
29,331.81163673479773,2020-10-07
30,334.4557755345564,2020-10-08
31,362.9075057956985,2020-10-09
32,374.5644888281709,2020-10-12
33,374.68430069837956,2020-10-13
34,374.1918571731409,2020-10-14
35,353.6373463572917,2020-10-15
36,343.71454799489817,2020-10-16
37,338.5173099925909,2020-10-19
38,345.1564267774015,2020-10-20
39,347.23800248900767,2020-10-21
40,345.83304775498834,2020-10-22
41,347.3714438751208,2020-10-23
42,345.1002673817262,2020-10-26
43,342.3750261352991,2020-10-27
44,331.76133358726645,2020-10-28
45,332.2356939513573,2020-10-29
46,337.2768464396499,2020-10-30
47,344.6930223679745,2020-11-02
48,332.77122260105995,2020-11-03
49,332.04183750447703,2020-11-04
50,345.8066480059994,2020-11-05
51,348.16742508809926,2020-11-06
52,349.6188764912759,2020-11-09
53,350.7916344650578,2020-11-10
54,344.6183670300377,2020-11-11
55,349.8636767769397,2020-11-12
56,348.0170785503798,2020-11-13
57,348.3897110740902,2020-11-17
58,349.7850097151507,2020-11-18
59,348.267311168171,2020-11-19
60,344.8028703954634,2020-11-20
61,350.2986720217593,2020-11-23
62,351.1363164084207,2020-11-24
63,351.29364942640564,2020-11-25
64,350.7779173703788,2020-11-26
65,351.4993726787945,2020-11-27
66,351.2695838215485,2020-12-01
67,351.27683066900977,2020-12-02
68,359.79437855120597,2020-12-03
