,Adj Close,Date
0,2299.48193359375,2020-08-26
1,2302.44580078125,2020-08-27
2,2300.86572265625,2020-08-28
3,2298.172119140625,2020-08-31
4,2303.87158203125,2020-09-01
5,2300.55517578125,2020-09-02
6,2307.60986328125,2020-09-03
7,2327.953369140625,2020-09-04
8,2323.43017578125,2020-09-07
9,2351.0498046875,2020-09-08
10,2372.405029296875,2020-09-09
11,2357.349365234375,2020-09-10
12,2360.8876953125,2020-09-11
13,2394.364013671875,2020-09-14
14,2493.611083984375,2020-09-15
15,2517.4609375,2020-09-16
16,2542.52685546875,2020-09-17
17,2493.076416015625,2020-09-18
18,2475.461181640625,2020-09-21
19,2482.9765625,2020-09-22
20,2533.042724609375,2020-09-23
21,2469.193359375,2020-09-24
22,2351.282470703125,2020-09-25
23,2387.805908203125,2020-09-28
24,2385.418701171875,2020-09-29
25,2429.149169921875,2020-09-30
26,2438.553955078125,2020-10-01
27,2469.078125,2020-10-05
28,2647.100341796875,2020-10-06
29,2698.916015625,2020-10-07
30,2750.628662109375,2020-10-08
31,2871.537109375,2020-10-09
32,2886.55126953125,2020-10-12
33,2920.1240234375,2020-10-13
34,2922.249267578125,2020-10-14
35,2892.34130859375,2020-10-15
36,2776.799560546875,2020-10-16
37,2772.96435546875,2020-10-19
38,2682.39794921875,2020-10-20
39,2685.451904296875,2020-10-21
40,2591.469970703125,2020-10-22
41,2561.9560546875,2020-10-23
42,2559.714599609375,2020-10-26
43,2550.903564453125,2020-10-27
44,2482.233154296875,2020-10-28
45,2460.8759765625,2020-10-29
46,2460.63525390625,2020-10-30
47,2488.004150390625,2020-11-02
48,2433.46044921875,2020-11-03
49,2453.27587890625,2020-11-04
50,2473.319091796875,2020-11-05
51,2510.837646484375,2020-11-06
52,2543.232666015625,2020-11-09
53,2574.74560546875,2020-11-10
54,2497.964599609375,2020-11-11
55,2529.5673828125,2020-11-12
56,2512.349365234375,2020-11-13
57,2493.561279296875,2020-11-17
58,2497.53515625,2020-11-18
59,2454.93408203125,2020-11-19
60,2456.412841796875,2020-11-20
61,2475.76513671875,2020-11-23
62,2543.745849609375,2020-11-24
63,2553.636962890625,2020-11-25
64,2536.546630859375,2020-11-26
65,2559.007568359375,2020-11-27
66,2514.166748046875,2020-12-01
67,2561.053466796875,2020-12-02
68,2590.98486328125,2020-12-03
