Date,High,Low,Open,Close,Volume,Adj Close
2018-01-01,1347.4000244140625,1317.5,1341.1500244140625,1322.800048828125,1351760.0,1238.2835693359375
2018-01-02,1334.800048828125,1310.0999755859375,1330.0,1315.5999755859375,1920290.0,1231.54345703125
2018-01-03,1334.5,1315.5999755859375,1316.0,1319.3199462890625,1257120.0,1235.02587890625
2018-01-04,1331.0,1320.0,1325.0,1328.550048828125,913082.0,1243.6663818359375
2018-01-05,1349.75,1325.0,1325.0,1344.5999755859375,1153706.0,1258.69091796875
2018-01-08,1363.4300537109375,1340.9300537109375,1350.0,1357.199951171875,1242220.0,1270.4857177734375
2018-01-09,1360.5,1338.280029296875,1357.5,1354.5,2149396.0,1267.958251953125
2018-01-10,1408.0,1347.3199462890625,1355.5,1403.300048828125,3365850.0,1313.6400146484375
2018-01-11,1410.949951171875,1391.0999755859375,1405.0,1395.25,2520744.0,1306.1046142578125
2018-01-12,1402.5,1370.280029296875,1402.5,1388.1800537109375,3360314.0,1299.4862060546875
2018-01-15,1404.0,1367.530029296875,1388.5699462890625,1373.050048828125,1457214.0,1285.3231201171875
2018-01-16,1430.8199462890625,1375.280029296875,1378.0,1425.4300537109375,4267752.0,1334.356201171875
2018-01-17,1462.5,1431.0699462890625,1435.0,1444.469970703125,4280806.0,1352.1798095703125
2018-01-18,1466.5,1434.030029296875,1448.5,1459.0999755859375,2209478.0,1365.8751220703125
2018-01-19,1491.0,1451.8199462890625,1465.280029296875,1479.6500244140625,1820000.0,1385.112060546875
2018-01-22,1567.3499755859375,1461.0,1480.5,1558.199951171875,4367110.0,1462.101806640625
2018-01-23,1571.1800537109375,1545.030029296875,1557.469970703125,1551.0,3239610.0,1455.345703125
2018-01-24,1629.530029296875,1541.3199462890625,1545.0,1587.300048828125,5621538.0,1489.4071044921875
2018-01-25,1589.9000244140625,1540.5,1587.5,1560.530029296875,3833844.0,1464.2882080078125
2018-01-29,1612.5,1561.0,1565.699951171875,1599.4300537109375,3141060.0,1500.789306640625
