,Adj Close,Date
0,2245.0730245467453,2020-08-26
1,2252.792399256697,2020-08-27
2,2251.1387213098296,2020-08-28
3,2246.854748762486,2020-08-31
4,2264.8732322769984,2020-09-01
5,2258.9834276299284,2020-09-02
6,2273.074106647536,2020-09-03
7,2299.4863563267036,2020-09-04
8,2292.3377955486126,2020-09-07
9,2320.443242790718,2020-09-08
10,2338.056864507088,2020-09-09
11,2321.6446962073137,2020-09-10
12,2324.92542018788,2020-09-11
13,2354.292361079967,2020-09-14
14,2424.6571443834832,2020-09-15
15,2434.213498059416,2020-09-16
16,2446.9183519337553,2020-09-17
17,2412.444690833481,2020-09-18
18,2402.409874247138,2020-09-21
19,2412.113424047234,2020-09-22
20,2449.4524833418586,2020-09-23
21,2405.629551503204,2020-09-24
22,2311.087799498263,2020-09-25
23,2354.5497437267586,2020-09-28
24,2357.8769428393966,2020-09-29
25,2398.377745725366,2020-09-30
26,2409.3153281538107,2020-10-01
27,2436.34615020305,2020-10-05
28,2550.5478550438243,2020-10-06
29,2578.2830199308237,2020-10-07
30,2606.4749723122077,2020-10-08
31,2662.973166452561,2020-10-09
32,2671.4230665615405,2020-10-12
33,2689.0333728507353,2020-10-13
34,2696.838782050897,2020-10-14
35,2692.4168256155904,2020-10-15
36,2648.0349644480693,2020-10-16
37,2659.761831120855,2020-10-19
38,2624.1127675109437,2020-10-20
39,2637.982426390034,2020-10-21
40,2587.754601825954,2020-10-22
41,2576.213112174481,2020-10-23
42,2580.9943521135415,2020-10-26
43,2581.644800212084,2020-10-27
44,2539.613233218335,2020-10-28
45,2530.0601405427587,2020-10-29
46,2533.992901455318,2020-10-30
47,2559.847016496844,2020-11-02
48,2528.3540627611733,2020-11-03
49,2552.864487383027,2020-11-04
50,2575.7554442604333,2020-11-05
51,2608.0957791860187,2020-11-06
52,2635.7957072698887,2020-11-09
53,2661.2573983046677,2020-11-10
54,2604.921942654759,2020-11-11
55,2628.033999555298,2020-11-12
56,2614.7760679326566,2020-11-13
57,2601.1359292576108,2020-11-17
58,2604.7110410552723,2020-11-18
59,2572.2041580312166,2020-11-19
60,2575.4389311091186,2020-11-20
61,2592.3299725268826,2020-11-23
62,2640.7206742455583,2020-11-24
63,2646.328276745126,2020-11-25
64,2633.369376098996,2020-11-26
65,2648.616070891328,2020-11-27
66,2616.6538123890155,2020-12-01
67,2649.590776599466,2020-12-02
68,2667.972842771704,2020-12-03
