,Adj Close,Date
0,286.60267132300646,2020-09-02
1,286.5075721266212,2020-09-03
2,287.76738473570646,2020-09-04
3,285.8770324701403,2020-09-07
4,287.98135943270563,2020-09-08
5,288.4669728365269,2020-09-09
6,289.01910567655216,2020-09-10
7,289.6256163209566,2020-09-11
8,292.97889439506974,2020-09-14
9,308.04963772195714,2020-09-15
10,308.12406797897023,2020-09-16
11,313.2768889807767,2020-09-17
12,313.26520328824853,2020-09-18
13,318.54716039309454,2020-09-21
14,312.49572626179486,2020-09-22
15,312.7948955358306,2020-09-23
16,316.97617434689545,2020-09-24
17,308.5762215978777,2020-09-25
18,314.28404591990335,2020-09-28
19,312.85314369134477,2020-09-29
20,312.5479859977398,2020-09-30
21,314.14185730986696,2020-10-01
22,312.4436253751935,2020-10-05
23,335.45297317215346,2020-10-06
24,333.1263002756797,2020-10-07
25,335.58480855624015,2020-10-08
26,363.14288696328344,2020-10-09
27,374.9940282611242,2020-10-12
28,375.0769872922237,2020-10-13
29,374.2934287114221,2020-10-14
30,354.0799831167899,2020-10-15
31,343.89704636494787,2020-10-16
32,337.8787104008872,2020-10-19
33,345.6325461463502,2020-10-20
34,347.78599591766255,2020-10-21
35,345.76121812834845,2020-10-22
36,345.9395904267657,2020-10-23
37,345.6378518533615,2020-10-26
38,340.06201728796253,2020-10-27
39,333.27105957443734,2020-10-28
40,334.10244655023865,2020-10-29
41,337.39199053188594,2020-10-30
42,345.33241621199835,2020-11-02
43,333.07048588044387,2020-11-03
44,334.04989396958547,2020-11-04
45,346.13262780773204,2020-11-05
46,349.856682633815,2020-11-06
47,349.72895595206506,2020-11-09
48,350.99509351285684,2020-11-10
49,345.87464535891024,2020-11-11
50,350.53300054077897,2020-11-12
51,349.9985721470552,2020-11-13
52,346.8833064268798,2020-11-17
53,350.4720461574534,2020-11-18
54,349.9598741931163,2020-11-19
55,345.00230913723385,2020-11-20
56,350.99408075180844,2020-11-23
57,351.9916133349329,2020-11-24
58,351.9817487752583,2020-11-25
59,351.05554147706493,2020-11-26
60,351.7701829073724,2020-11-27
61,351.1754273459528,2020-12-01
62,351.7806746826767,2020-12-02
63,359.5720034272181,2020-12-03
64,359.8815208329097,2020-12-04
65,360.36549063229825,2020-12-07
66,359.5742791872018,2020-12-08
67,362.28507673449747,2020-12-09
68,360.8496473768327,2020-12-10
69,351.99287749166245,2020-12-11
