,Adj Close,Date
0,2260.37188631027,2020-08-24
1,2257.7705791348444,2020-08-25
2,2254.464324261408,2020-08-26
3,2254.7028490813486,2020-08-27
4,2254.0053387280454,2020-08-28
5,2248.729401963756,2020-08-31
6,2248.570582663956,2020-09-01
7,2246.481591365694,2020-09-02
8,2251.76850256603,2020-09-03
9,2285.6472018816626,2020-09-04
10,2272.43708912104,2020-09-07
11,2292.3609553272404,2020-09-08
12,2303.2606083015507,2020-09-09
13,2286.3324597890182,2020-09-10
14,2290.5799158155455,2020-09-11
15,2406.5363053655647,2020-09-14
16,2471.6978592055534,2020-09-15
17,2470.834929616654,2020-09-16
18,2469.149930439491,2020-09-17
19,2466.505923420509,2020-09-18
20,2463.0216881778056,2020-09-21
21,2463.4764321923067,2020-09-22
22,2497.4310280992804,2020-09-23
23,2460.3971498478904,2020-09-24
24,2312.7732002264074,2020-09-25
25,2455.8523976359443,2020-09-28
26,2455.2710435891486,2020-09-29
27,2482.2927439357213,2020-09-30
28,2481.2782609578894,2020-10-01
29,2519.92562163597,2020-10-05
30,2694.9573422131084,2020-10-06
31,2731.535047834667,2020-10-07
32,2750.207913781422,2020-10-08
33,2770.4157230257115,2020-10-09
34,2764.6472328073196,2020-10-12
35,2765.0372666890626,2020-10-13
36,2767.9322309527624,2020-10-14
37,2783.6644313649135,2020-10-15
38,2747.1274228551397,2020-10-16
39,2764.1511331828265,2020-10-19
40,2703.1826374360144,2020-10-20
41,2739.1287813263552,2020-10-21
42,2680.3630998682843,2020-10-22
43,2668.7828230409073,2020-10-23
44,2683.5078854272406,2020-10-26
45,2698.8360242902572,2020-10-27
46,2619.574409379931,2020-10-28
47,2618.710339569076,2020-10-29
48,2620.6902642313016,2020-10-30
49,2667.7264786965534,2020-11-02
50,2567.497509705523,2020-11-03
51,2626.4690281966514,2020-11-04
52,2665.635859043845,2020-11-05
53,2679.20110367908,2020-11-06
54,2693.3674557051213,2020-11-09
55,2712.0580514357052,2020-11-10
56,2664.4123736486335,2020-11-11
57,2691.838380678709,2020-11-12
58,2670.494122625757,2020-11-13
59,2666.3599240182543,2020-11-17
60,2664.6639530753546,2020-11-18
61,2625.72987063561,2020-11-19
62,2655.0723402975927,2020-11-20
63,2662.704811962362,2020-11-23
64,2700.7866647414876,2020-11-24
65,2699.123493204388,2020-11-25
66,2678.4271519913937,2020-11-26
67,2704.2711483229305,2020-11-27
68,2674.3789368005587,2020-12-01
