,Adj Close,Date
0,443.59684330502114,2021-02-10
1,446.6644402831063,2021-02-11
2,447.6924866232141,2021-02-12
3,452.6099924628497,2021-02-15
4,453.64389385892576,2021-02-16
5,452.6528753065891,2021-02-17
6,447.1699311813913,2021-02-18
7,447.1128503454603,2021-02-19
8,443.9637180099788,2021-02-22
9,435.9745206358615,2021-02-23
10,432.1882936699413,2021-02-24
11,435.04828805340816,2021-02-25
12,433.50228319278733,2021-02-26
13,426.4159857828665,2021-03-01
14,426.3658332307944,2021-03-02
15,433.78640166621403,2021-03-03
16,437.14697251906443,2021-03-04
17,439.5812936566148,2021-03-05
18,430.3445450070458,2021-03-08
19,428.0513594707899,2021-03-09
20,428.55915500215804,2021-03-10
21,432.05163074547465,2021-03-12
22,431.17784333688326,2021-03-15
23,431.7466415131673,2021-03-16
24,433.71723938451146,2021-03-17
25,428.082380323364,2021-03-18
26,421.94748612231194,2021-03-19
27,420.0778032489179,2021-03-22
28,420.6217616762162,2021-03-23
29,420.1253806699409,2021-03-24
30,417.0287046617775,2021-03-25
31,410.90814263104244,2021-03-26
32,410.96963214010725,2021-03-30
33,416.67412590927404,2021-03-31
34,414.93214778913375,2021-04-01
35,416.1772941063525,2021-04-05
36,421.3340891114937,2021-04-06
37,423.0975465205584,2021-04-07
38,429.67111816572657,2021-04-08
39,434.0719282038776,2021-04-09
40,440.21681066603367,2021-04-12
41,430.8833675177019,2021-04-13
42,422.886318340496,2021-04-15
43,426.9940961058403,2021-04-16
44,445.28270804748144,2021-04-19
45,450.8479505378395,2021-04-20
46,452.9346891453076,2021-04-22
47,462.1099017054817,2021-04-23
48,459.8686958550722,2021-04-26
49,463.6782768957992,2021-04-27
50,467.47647070379844,2021-04-28
51,471.68315428234604,2021-04-29
52,475.1259684182782,2021-04-30
53,479.1716866744712,2021-05-03
