,Adj Close,Date
0,431.8791368997131,2021-02-19
1,429.41378155646885,2021-02-22
2,418.030562784985,2021-02-23
3,414.92534552871626,2021-02-24
4,419.24194028397477,2021-02-25
5,416.0421986377383,2021-02-26
6,406.3698493373143,2021-03-01
7,408.37679520392993,2021-03-02
8,430.4714968551386,2021-03-03
9,435.8282407109276,2021-03-04
10,439.8281869245056,2021-03-05
11,421.59869787307053,2021-03-08
12,419.25171104010764,2021-03-09
13,420.75915930170106,2021-03-10
14,428.12819981550274,2021-03-12
15,425.7459152470721,2021-03-15
16,431.1024182691397,2021-03-16
17,428.39383233283735,2021-03-17
18,421.26266269027434,2021-03-18
19,410.9422423512872,2021-03-19
20,408.50884560599775,2021-03-22
21,409.30709414975036,2021-03-23
22,418.69068241052224,2021-03-24
23,408.33053885124116,2021-03-25
24,405.63710251634126,2021-03-26
25,405.78829731724846,2021-03-30
26,419.7188255854782,2021-03-31
27,412.2967002434475,2021-04-01
28,419.3148305765364,2021-04-05
29,424.25748024805273,2021-04-06
30,425.7214786286401,2021-04-07
31,438.09554293508245,2021-04-08
32,440.702290595521,2021-04-09
33,449.8761579684946,2021-04-12
34,432.1870166400622,2021-04-13
35,419.8872944761125,2021-04-15
36,432.42380955951444,2021-04-16
37,461.9710853631994,2021-04-19
38,462.25531929985806,2021-04-20
39,462.6170175451124,2021-04-22
40,471.04889123813933,2021-04-23
41,465.85150356255355,2021-04-26
42,473.9672650603575,2021-04-27
43,479.977740369408,2021-04-28
44,483.1835936617584,2021-04-29
45,483.12349508132615,2021-04-30
46,489.1731043145266,2021-05-03
47,487.0394540546031,2021-05-04
48,485.84683715247144,2021-05-05
49,487.3875293348644,2021-05-06
50,510.7019806880787,2021-05-07
51,515.6828851427787,2021-05-10
52,524.318595095457,2021-05-11
53,517.820440227398,2021-05-12
54,513.9481782872263,2021-05-14
