,Adj Close,Date
0,2304.3351067578374,2020-08-26
1,2282.266779667968,2020-08-27
2,2292.025086255363,2020-08-28
3,2300.8151056792804,2020-08-31
4,2270.6372444113263,2020-09-01
5,2279.779381826126,2020-09-02
6,2275.618433977572,2020-09-03
7,2312.036440321958,2020-09-04
8,2301.637077240333,2020-09-07
9,2323.26678391718,2020-09-08
10,2367.5879534967185,2020-09-09
11,2325.6846540572037,2020-09-10
12,2326.29246577978,2020-09-11
13,2442.244429562604,2020-09-14
14,2476.3412436712465,2020-09-15
15,2489.7550832593647,2020-09-16
16,2496.5234082479515,2020-09-17
17,2491.6887426940975,2020-09-18
18,2482.551452942231,2020-09-21
19,2488.4537901436597,2020-09-22
20,2485.0903574095455,2020-09-23
21,2481.1622269420204,2020-09-24
22,2388.394457505091,2020-09-25
23,2456.8657327496103,2020-09-28
24,2456.8657327496103,2020-09-29
25,2497.8863266260314,2020-09-30
26,2496.5068388118475,2020-10-01
27,2499.685081107885,2020-10-05
28,2667.0219711107948,2020-10-06
29,2699.446083749256,2020-10-07
30,2704.571699507376,2020-10-08
31,2751.9023037328298,2020-10-09
32,2743.9655228004117,2020-10-12
33,2743.2890266018353,2020-10-13
34,2760.253373056945,2020-10-14
35,2763.294523357784,2020-10-15
36,2729.3584129922137,2020-10-16
37,2738.0125600829792,2020-10-19
38,2679.00796281651,2020-10-20
39,2717.9165402087106,2020-10-21
40,2637.947519571414,2020-10-22
41,2614.3555273376687,2020-10-23
42,2639.301239951224,2020-10-26
43,2650.1790395660914,2020-10-27
44,2599.165994644837,2020-10-28
45,2591.5551226640405,2020-10-29
46,2589.7704867817542,2020-10-30
47,2620.264232863332,2020-11-02
48,2568.540818209634,2020-11-03
49,2621.3193999391888,2020-11-04
50,2641.696533698803,2020-11-05
51,2665.8899394848586,2020-11-06
52,2681.9570537591117,2020-11-09
53,2719.819346320821,2020-11-10
54,2670.1698113850416,2020-11-11
55,2701.9144962694677,2020-11-12
56,2674.775864522878,2020-11-13
57,2667.4947064248736,2020-11-17
58,2676.8189402436565,2020-11-18
59,2652.8627182284313,2020-11-19
60,2663.3766982015463,2020-11-20
61,2670.356938814993,2020-11-23
62,2714.919978843235,2020-11-24
63,2709.0840331258782,2020-11-25
64,2697.0453932715254,2020-11-26
65,2711.4449173686025,2020-11-27
66,2683.1696501077245,2020-12-01
67,2715.197012202508,2020-12-02
68,2734.3016840453647,2020-12-03
