,Adj Close,Date
0,435.0232849121094,2021-02-10
1,437.66265869140625,2021-02-11
2,437.67938232421875,2021-02-12
3,442.9823913574219,2021-02-15
4,442.3498229980469,2021-02-16
5,440.42376708984375,2021-02-17
6,431.87249755859375,2021-02-18
7,431.93792724609375,2021-02-19
8,427.2317199707031,2021-02-22
9,412.4102783203125,2021-02-23
10,407.04705810546875,2021-02-24
11,413.2867431640625,2021-02-25
12,411.6907958984375,2021-02-26
13,403.86358642578125,2021-03-01
14,404.654052734375,2021-03-02
15,418.3992004394531,2021-03-03
16,427.0881652832031,2021-03-04
17,432.1868591308594,2021-03-05
18,418.6258239746094,2021-03-08
19,412.68023681640625,2021-03-09
20,413.5467224121094,2021-03-10
21,420.7131652832031,2021-03-12
22,420.1039123535156,2021-03-15
23,421.5703125,2021-03-16
24,424.83856201171875,2021-03-17
25,415.9720764160156,2021-03-18
26,405.1398620605469,2021-03-19
27,404.0559387207031,2021-03-22
28,405.2060546875,2021-03-23
29,405.455810546875,2021-03-24
30,403.544189453125,2021-03-25
31,402.201416015625,2021-03-26
32,402.3857727050781,2021-03-30
33,404.7772521972656,2021-03-31
34,404.2358703613281,2021-04-01
35,405.53961181640625,2021-04-05
36,412.5038146972656,2021-04-06
37,415.98443603515625,2021-04-07
38,424.7970886230469,2021-04-08
39,430.4278869628906,2021-04-09
40,438.05389404296875,2021-04-12
41,429.2074279785156,2021-04-13
42,418.8168029785156,2021-04-15
43,424.08453369140625,2021-04-16
44,445.8021240234375,2021-04-19
45,453.8380126953125,2021-04-20
46,457.82403564453125,2021-04-22
47,470.59100341796875,2021-04-23
48,469.59130859375,2021-04-26
49,475.1435546875,2021-04-27
50,481.3398742675781,2021-04-28
51,488.5315856933594,2021-04-29
52,494.02923583984375,2021-04-30
53,500.4455261230469,2021-05-03
