,Adj Close,Date
0,283.4683893883836,2020-08-27
1,283.3134806366763,2020-08-28
2,283.1008467187926,2020-08-31
3,282.85481599709874,2020-09-01
4,282.86710040969047,2020-09-02
5,282.7985995369703,2020-09-03
6,282.32400348860233,2020-09-04
7,283.04279810673347,2020-09-07
8,282.8832297635724,2020-09-08
9,282.77797964638705,2020-09-09
10,282.94915900318455,2020-09-10
11,283.1374563585539,2020-09-11
12,283.7122253110958,2020-09-14
13,286.69718460443266,2020-09-15
14,289.64156840080193,2020-09-16
15,293.12118453657337,2020-09-17
16,295.3042115952394,2020-09-18
17,298.65806156037,2020-09-21
18,297.80693546503113,2020-09-22
19,298.13213050061967,2020-09-23
20,299.26761144790765,2020-09-24
21,291.82385989168074,2020-09-25
22,295.85675083744036,2020-09-28
23,294.1382555173067,2020-09-29
24,293.84308061680355,2020-09-30
25,294.9534832142102,2020-10-01
26,294.79182231429826,2020-10-05
27,304.9896445727489,2020-10-06
28,305.02903726209655,2020-10-07
29,309.5077287817001,2020-10-08
30,324.4241415721294,2020-10-09
31,338.83619993679054,2020-10-12
32,347.4664879085515,2020-10-13
33,350.4624330705252,2020-10-14
34,319.88927823131917,2020-10-15
35,307.0192174368939,2020-10-16
36,302.8635848504485,2020-10-19
37,305.3859472651258,2020-10-20
38,308.3637460598965,2020-10-21
39,304.8737086070461,2020-10-22
40,305.97025148838753,2020-10-23
41,304.68665581359045,2020-10-26
42,303.47407807716365,2020-10-27
43,299.83378533760265,2020-10-28
44,303.3160445916273,2020-10-29
45,307.679494176915,2020-10-30
46,313.24860746007346,2020-11-02
47,313.8308598210118,2020-11-03
48,317.8892212500103,2020-11-04
49,326.1694824951314,2020-11-05
50,332.1856890662443,2020-11-06
51,336.8021922187112,2020-11-09
52,344.3546064510348,2020-11-10
53,340.9563320723671,2020-11-11
54,344.59388213990496,2020-11-12
55,345.269055180213,2020-11-13
56,344.3727644732217,2020-11-17
57,346.5418935468389,2020-11-18
58,345.418317177206,2020-11-19
59,344.5248503137915,2020-11-20
60,345.77165773023444,2020-11-23
61,349.9690141479435,2020-11-24
62,352.0009206620822,2020-11-25
63,350.5098038429822,2020-11-26
64,352.18635407782426,2020-11-27
65,350.71695305559564,2020-12-01
66,351.46648376739785,2020-12-02
67,354.3236022930328,2020-12-03
68,356.3278169781693,2020-12-04
